Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
MEIM.S2YS,2002.06,2981.689225,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2002.07,3325.345038,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2002.08,3235.183212,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2002.09,3098.878881,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2002.10,3505.090655,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2002.11,3145.702315,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2002.12,3701.309427,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.01,3138.01561,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.02,3135.478158,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.03,3291.45156,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.04,3526.23828,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.05,3365.895376,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.06,3225.413099,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.07,3647.519626,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.08,3405.749586,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.09,3372.976199,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.10,3692.472575,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.11,3378.715418,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.12,4061.461731,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.01,3262.614264,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.02,3422.279845,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.03,3908.578685,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.04,3571.462984,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.05,3563.000445,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.06,3831.375927,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.07,3609.678882,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.08,3761.879722,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.09,3959.923548,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.10,3624.504345,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.11,3790.88095,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.12,4396.764103,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.01,3513.977543,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.02,3638.386064,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.03,4332.688799,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.04,3847.764263,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.05,3978.307659,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.06,4185.177383,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.07,3860.442149,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.08,4361.479993,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.09,4039.956153,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.10,3927.977141,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.11,4336.894839,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.12,4651.08496,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.01,3782.191493,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.02,3939.863259,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.03,4642.373256,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.04,4070.650728,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.05,4497.812776,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.06,4210.853389,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.07,4120.125361,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.08,4795.483014,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.09,4163.419774,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.10,4330.189888,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.11,4752.219047,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.12,4808.972282,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.01,4291.043215,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.02,4217.511267,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.03,4546.806863,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.04,4370.670995,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.05,5016.669709,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.06,4360.458306,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.07,4573.677292,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.08,5140.115081,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.09,4544.737211,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.10,4995.218948,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.11,4803.70355,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.12,5209.014448,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.01,4874.411771,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.02,4663.71988,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.03,4825.566563,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.04,5214.205531,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.05,4963.467749,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.06,4758.85588,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.07,5435.074287,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.08,4984.228755,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.09,4950.107937,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.10,5372.056224,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.11,5001.366199,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.12,5760.188349,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2009.01,4758.111448,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2009.02,4749.928389,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2009.03,5085.660083,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2009.04,5374.366892,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2009.05,4909.061301,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2009.06,4877.956332,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2009.07,5401.57414,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2009.08,4954.992967,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2009.09,5370.119031,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2009.10,4995.183878,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2009.11,4976.975781,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2009.12,5816.638271,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2010.01,4941.121818,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2010.02,4836.576861,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2010.03,5577.115396,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2010.04,5186.731657,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2010.05,5055.064045,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2010.06,5489.08512,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2010.07,5139.015021,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2010.08,5323.163888,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2010.09,5532.102058,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2010.10,5191.292072,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2010.11,5258.071767,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2010.12,6187.806918,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2011.01,4917.713901,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2011.02,5031.206984,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2011.03,5975.490416,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2011.04,5185.779321,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2011.05,5412.01358,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2011.06,5813.401951,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2011.07,5261.408019,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2011.08,5956.568985,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2011.09,5437.695187,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2011.10,5357.39223,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2011.11,5865.051305,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2011.12,6093.58302,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2012.01,5256.809969,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2012.02,5705.550033,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2012.03,5657.334755,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2012.04,5472.561152,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2012.05,6275.530888,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2012.06,5387.109168,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2012.07,5579.926136,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2012.08,6247.916669,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2012.09,5492.802937,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2012.10,6086.437637,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2012.11,5880.482323,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2012.12,6128.397853,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2013.01,5879.767601,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2013.02,5439.188842,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2013.03,5801.931047,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2013.04,5736.011432,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2013.05,6413.908174,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2013.06,5622.774878,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2013.07,6225.792502,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2013.08,6009.908439,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2013.09,5804.175577,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2013.10,6551.332774,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2013.11,5901.872087,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2013.12,6627.242051,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2014.01,5998.24873,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2014.02,5720.274598,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2014.03,6028.378306,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2014.04,6535.155044,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2014.05,6221.801512,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2014.06,5902.801584,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2014.07,6737.076799,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2014.08,6200.863301,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2014.09,6139.314079,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2014.10,6743.321337,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2014.11,6211.532556,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2014.12,7096.228056,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2015.01,6042.680442,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2015.02,6001.624375,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2015.03,6509.383144,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2015.04,6920.065658,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2015.05,6328.707369,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2015.06,6303.988285,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2015.07,6923.486839,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2015.08,6473.493481,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2015.09,6958.913804,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2015.10,6530.909258,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2015.11,6580.303332,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2015.12,7643.548348,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2016.01,6317.610301,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2016.02,6388.259132,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2016.03,7591.481601,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2016.04,6535.757853,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2016.05,6867.501542,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2016.06,7295.220813,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2016.07,6654.832181,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2016.08,7557.018682,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2016.09,6963.78325,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2016.10,6722.115964,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2016.11,7564.989276,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2016.12,7699.509326,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2017.01,6659.74337,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2017.02,6717.207013,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2017.03,7854.012086,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2017.04,6978.515354,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2017.05,7907.829603,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2017.06,7109.171646,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2017.07,7084.098662,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2017.08,8191.196449,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2017.09,7177.023636,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2017.10,7458.013838,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2017.11,8084.522461,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2017.12,7957.125635,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2018.01,7617.711001,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2018.02,7153.616197,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2018.03,7664.845945,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2018.04,7473.339911,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2018.05,8590.211667,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2018.06,7341.136481,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2018.07,7781.311495,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2018.08,8542.938096,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
MEIM.S2YS,2018.09,7602.097625,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Service industries,Seasonally adjusted,,
